/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/core.py:317: DeprecationWarning: [33mWARN: Initializing wrapper in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/wrappers/step_api_compatibility.py:39: DeprecationWarning: [33mWARN: Initializing environment in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/utils/passive_env_checker.py:241: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
[Epoch 143/300] Train Loss: 0.0104 | Val Loss: 0.0102
[Epoch 144/300] Train Loss: 0.0105 | Val Loss: 0.0093
[Epoch 145/300] Train Loss: 0.0108 | Val Loss: 0.0105
[Epoch 146/300] Train Loss: 0.0108 | Val Loss: 0.0098
[Epoch 147/300] Train Loss: 0.0102 | Val Loss: 0.0086
[Epoch 148/300] Train Loss: 0.0107 | Val Loss: 0.0088
[Epoch 149/300] Train Loss: 0.0102 | Val Loss: 0.0094
[Epoch 150/300] Train Loss: 0.0103 | Val Loss: 0.0084
[Epoch 151/300] Train Loss: 0.0105 | Val Loss: 0.0097
[Epoch 152/300] Train Loss: 0.0101 | Val Loss: 0.0091
[Epoch 153/300] Train Loss: 0.0101 | Val Loss: 0.0087
[Epoch 154/300] Train Loss: 0.0104 | Val Loss: 0.0104
[Epoch 155/300] Train Loss: 0.0104 | Val Loss: 0.0088
[Epoch 156/300] Train Loss: 0.0097 | Val Loss: 0.0127
[Epoch 157/300] Train Loss: 0.0103 | Val Loss: 0.0084
[Epoch 158/300] Train Loss: 0.0104 | Val Loss: 0.0084
[Epoch 159/300] Train Loss: 0.0101 | Val Loss: 0.0083
[Epoch 160/300] Train Loss: 0.0103 | Val Loss: 0.0088
[Epoch 161/300] Train Loss: 0.0102 | Val Loss: 0.0095
[Epoch 162/300] Train Loss: 0.0102 | Val Loss: 0.0089
[Epoch 163/300] Train Loss: 0.0103 | Val Loss: 0.0095
[Epoch 164/300] Train Loss: 0.0103 | Val Loss: 0.0115
[Epoch 165/300] Train Loss: 0.0100 | Val Loss: 0.0084
[Epoch 166/300] Train Loss: 0.0100 | Val Loss: 0.0082
[Epoch 167/300] Train Loss: 0.0100 | Val Loss: 0.0087
[Epoch 168/300] Train Loss: 0.0100 | Val Loss: 0.0094
